#time,accel_x,accel_y,accel_z
940.565126,444.123565,296.082377,-9806.022374
940.565446,740.205942,0.000000,-9652.803275
940.565766,740.205942,0.000000,-9959.241474
940.566086,370.102971,296.082377,-9806.022374
940.566406,518.144159,444.123565,-10035.851024
940.566726,592.164754,666.185348,-9959.241474
940.567046,666.185348,222.061783,-10035.851024
940.567367,592.164754,148.041188,-10265.679673
940.567687,518.144159,0.000000,-10189.070123
940.568007,74.020594,370.102971,-9806.022374
940.568327,1184.329507,74.020594,-10189.070123
940.568647,962.267725,444.123565,-10112.460574
940.568967,0.000000,0.000000,-10035.851024
940.569287,-370.102971,148.041188,-9806.022374
940.569607,370.102971,-148.041188,-10112.460574
940.569927,888.247130,0.000000,-10342.289223
940.570248,148.041188,74.020594,-10035.851024
940.570568,0.000000,74.020594,-10112.460574
940.570888,666.185348,1332.370696,-9729.412825
940.571208,962.267725,592.164754,-10418.898773
940.571528,666.185348,222.061783,-10265.679673
940.571848,0.000000,0.000000,-10342.289223
940.572168,-222.061783,0.000000,-10112.460574
940.572488,740.205942,-222.061783,-10035.851024
940.572809,592.164754,0.000000,-10189.070123
940.573129,-592.164754,-370.102971,-10112.460574
940.573449,-888.247130,-740.205942,-9959.241474
940.573769,0.000000,-518.144159,-10035.851024
940.574089,0.000000,-444.123565,-10342.289223
940.574409,-962.267725,-370.102971,-10035.851024
940.574729,-592.164754,-222.061783,-10342.289223
940.575049,0.000000,-222.061783,-10112.460574
940.575370,-518.144159,-592.164754,-9882.631924
940.575690,-962.267725,-888.247130,-9959.241474
940.576010,-1036.288319,-1258.350101,-9882.631924
940.576330,-592.164754,-1184.329507,-9729.412825
940.576650,-1036.288319,-814.226536,-9193.145976
940.576970,-1702.473667,-1628.453072,-9959.241474
940.577290,-2294.638420,-2146.597232,-9806.022374
940.577610,-1480.411884,-2294.638420,-9806.022374
940.577931,-592.164754,-1924.535449,-9422.974625
940.578251,-1184.329507,-1406.391290,-9729.412825
940.578571,-1184.329507,-1702.473667,-9959.241474
940.578891,-592.164754,-1554.432478,-9882.631924
940.579211,0.000000,-1110.308913,-10342.289223
940.579531,-222.061783,-740.205942,-9806.022374
940.579851,-1702.473667,-2146.597232,-10418.898773
940.580171,-2516.700203,-2960.823768,-9806.022374
940.580491,-2294.638420,-4071.132681,-9729.412825
940.580812,-1924.535449,-2664.741391,-10418.898773
940.581132,-1998.556043,-3256.906145,-9806.022374
940.581452,-2516.700203,-3478.967927,-10035.851024
940.581772,-2146.597232,-2886.803174,-9959.241474
940.582092,-296.082377,-2368.659014,-10265.679673
940.582412,1184.329507,-1184.329507,-10495.508323
940.582732,740.205942,-1184.329507,-10648.727422
940.583052,-740.205942,-1258.350101,-10801.946522
940.583373,-2220.617826,-1702.473667,-10495.508323
940.583693,-3182.885551,-2368.659014,-9729.412825
940.584013,-4441.235652,-3182.885551,-10035.851024
940.584333,-5625.565159,-4737.318029,-9806.022374
940.584653,-4663.297435,-5255.462188,-9576.193725
940.584973,-2368.659014,-5477.523971,-9806.022374
940.585293,-148.041188,-4219.173869,-9806.022374
940.585613,518.144159,-1850.514855,-10189.070123
940.585934,592.164754,74.020594,-10342.289223
940.586254,1480.411884,1258.350101,-10648.727422
940.586574,2220.617826,962.267725,-10265.679673
940.586894,1406.391290,-222.061783,-10495.508323
940.587214,0.000000,-1480.411884,-10112.460574
940.587534,-2146.597232,-3108.864956,-10035.851024
940.587854,-4071.132681,-3849.070898,-9806.022374
940.588174,-5181.441594,-4737.318029,-9269.755526
940.588494,-5477.523971,-5033.400406,-8886.707777
940.588815,-3478.967927,-5329.482782,-9193.145976
940.589135,-592.164754,-4811.338623,-9652.803275
940.589455,1554.432478,-2664.741391,-9576.193725
940.589775,2294.638420,-444.123565,-9806.022374
940.590095,3034.844362,1924.535449,-10418.898773
940.590415,4145.153275,3701.029710,-10878.556072
940.590735,2812.782580,3849.070898,-10955.165621
940.591055,-518.144159,1998.556043,-10725.336972
940.591376,-4885.359217,-814.226536,-10342.289223
940.591696,-6365.771101,-3849.070898,-9806.022374
940.592016,-5107.421000,-6587.832884,-9806.022374
940.592336,-4293.194464,-7328.038826,-9346.365076
940.592656,-4071.132681,-5847.626942,-9422.974625
940.592976,-2812.782580,-2442.679609,-9729.412825
940.593296,0.000000,1332.370696,-10495.508323
940.593616,2146.597232,4885.359217,-10955.165621
940.593937,2442.679609,4885.359217,-11184.994271
940.594257,2664.741391,2886.803174,-10572.117872
940.594577,2886.803174,666.185348,-11031.775171
