#time,accel_x,accel_y,accel_z
927.076641,592.164754,0.000000,-10189.070123
927.076962,666.185348,0.000000,-9882.631924
927.077282,592.164754,666.185348,-10189.070123
927.077603,666.185348,370.102971,-9729.412825
927.077923,740.205942,370.102971,-10035.851024
927.078243,592.164754,296.082377,-9882.631924
927.078564,74.020594,296.082377,-9806.022374
927.078884,444.123565,148.041188,-9882.631924
927.079204,518.144159,0.000000,-10112.460574
927.079525,296.082377,148.041188,-10112.460574
927.079845,592.164754,296.082377,-9959.241474
927.080165,962.267725,0.000000,-10112.460574
927.080486,888.247130,296.082377,-10189.070123
927.080806,370.102971,296.082377,-10265.679673
927.081126,222.061783,222.061783,-10189.070123
927.081447,222.061783,0.000000,-9959.241474
927.081767,518.144159,296.082377,-10035.851024
927.082087,-74.020594,222.061783,-10035.851024
927.082408,-74.020594,444.123565,-10265.679673
927.082728,592.164754,444.123565,-9959.241474
927.083049,888.247130,296.082377,-9959.241474
927.083369,222.061783,370.102971,-10342.289223
927.083689,-148.041188,-148.041188,-10035.851024
927.084010,370.102971,-222.061783,-10035.851024
927.084330,222.061783,148.041188,-9806.022374
927.084650,222.061783,148.041188,-10265.679673
927.084971,-740.205942,0.000000,-10112.460574
927.085291,-666.185348,0.000000,-9959.241474
927.085611,0.000000,0.000000,-10878.556072
927.085932,-74.020594,-148.041188,-10112.460574
927.086252,-666.185348,-518.144159,-10189.070123
927.086572,-592.164754,-962.267725,-9806.022374
927.086893,-444.123565,-666.185348,-9806.022374
927.087213,-740.205942,-592.164754,-10189.070123
927.087534,-962.267725,-1258.350101,-9806.022374
927.087854,-1036.288319,-1184.329507,-9806.022374
927.088174,-592.164754,-962.267725,-10112.460574
927.088495,-1258.350101,-592.164754,-9959.241474
927.088815,-1924.535449,-1258.350101,-9882.631924
927.089135,-1702.473667,-1258.350101,-9729.412825
927.089456,-1184.329507,-1406.391290,-10035.851024
927.089776,-814.226536,-962.267725,-10035.851024
927.090096,-2072.576638,-814.226536,-10342.289223
927.090417,-1480.411884,-1332.370696,-9806.022374
927.090737,-518.144159,-1480.411884,-10189.070123
927.091057,0.000000,-1480.411884,-10035.851024
927.091378,-666.185348,-1702.473667,-10035.851024
927.091698,-2368.659014,-2812.782580,-9959.241474
927.092018,-2738.761985,-3552.988522,-9806.022374
927.092339,-2294.638420,-3552.988522,-9652.803275
927.092659,-1628.453072,-3034.844362,-9806.022374
927.092980,-1850.514855,-3034.844362,-9959.241474
927.093300,-2368.659014,-3034.844362,-9806.022374
927.093620,-1332.370696,-2886.803174,-9806.022374
927.093941,518.144159,-2442.679609,-10189.070123
927.094261,1332.370696,-1258.350101,-10495.508323
927.094581,518.144159,-1776.494261,-10265.679673
927.094902,-888.247130,-2146.597232,-10342.289223
927.095222,-2072.576638,-2812.782580,-9806.022374
927.095542,-3330.926739,-3552.988522,-10189.070123
927.095863,-5329.482782,-3775.050304,-9882.631924
927.096183,-5625.565159,-4589.276840,-9499.584175
927.096503,-4367.215058,-5181.441594,-9882.631924
927.096824,-2146.597232,-5033.400406,-9422.974625
927.097144,0.000000,-4219.173869,-10725.336972
927.097464,518.144159,-2072.576638,-10189.070123
927.097785,1036.288319,0.000000,-10572.117872
927.098105,1702.473667,1110.308913,-10801.946522
927.098426,2294.638420,1184.329507,-10265.679673
927.098746,1480.411884,-148.041188,-10418.898773
927.099066,-666.185348,-2220.617826,-10342.289223
927.099387,-2738.761985,-3923.091493,-10112.460574
927.099707,-4737.318029,-4293.194464,-9882.631924
927.100027,-5921.647536,-4515.256246,-8886.707777
927.100348,-5477.523971,-5477.523971,-9116.536426
927.100668,-3182.885551,-6069.688724,-9193.145976
927.100988,-370.102971,-5551.544565,-9729.412825
927.101309,1258.350101,-2886.803174,-10495.508323
927.101629,1998.556043,0.000000,-9959.241474
927.101949,3182.885551,2590.720797,-10342.289223
927.102270,4219.173869,3849.070898,-10801.946522
927.102590,2368.659014,3034.844362,-11261.603821
927.102910,-1258.350101,0.000000,-10418.898773
927.103231,-4959.379811,-3182.885551,-10112.460574
927.103551,-6217.729913,-5921.647536,-9499.584175
927.103872,-4885.359217,-6883.915261,-9806.022374
927.104192,-4145.153275,-6217.729913,-9806.022374
927.104512,-3997.112087,-4145.153275,-9729.412825
927.104833,-2072.576638,-1628.453072,-9806.022374
927.105153,740.205942,1110.308913,-10572.117872
927.105473,2220.617826,3256.906145,-10801.946522
927.105794,1702.473667,4219.173869,-10725.336972
927.106114,2738.761985,3108.864956,-10648.727422
927.106434,2738.761985,592.164754,-10725.336972
927.106755,1184.329507,-740.205942,-10648.727422
927.107075,-2590.720797,-2220.617826,-9882.631924
927.107395,-4737.318029,-2146.597232,-9729.412825
927.107716,-5773.606348,-2368.659014,-9576.193725
927.108036,-7105.977043,-3182.885551,-9806.022374
927.108356,-7402.059420,-4737.318029,-9269.755526
927.108677,-5107.421000,-5551.544565,-8810.098227
927.108997,-518.144159,-4663.297435,-9116.536426
927.109318,3552.988522,-1406.391290,-9806.022374
927.109638,4145.153275,2072.576638,-10572.117872
927.109958,2368.659014,4515.256246,-11261.603821
927.110279,1184.329507,4293.194464,-10035.851024
927.110599,1480.411884,2886.803174,-10418.898773
927.110919,1258.350101,148.041188,-10418.898773
927.111240,-2368.659014,-2738.761985,-10189.070123
927.111560,-5551.544565,-4663.297435,-9729.412825
927.111880,-8216.285956,-4737.318029,-9346.365076
927.112201,-9474.636058,-4071.132681,-8886.707777
927.112521,-7846.182985,-3923.091493,-8886.707777
927.112841,-3108.864956,-3627.009116,-9346.365076
927.113162,2072.576638,-3404.947333,-10035.851024
927.113482,3701.029710,-1628.453072,-10648.727422
927.113802,3997.112087,518.144159,-10572.117872
927.114123,4293.194464,2738.761985,-11031.775171
927.114443,4367.215058,4515.256246,-10801.946522
927.114764,3182.885551,3923.091493,-11261.603821
927.115084,370.102971,1628.453072,-11031.775171
927.115404,-3701.029710,-1998.556043,-11108.384721
927.115725,-6809.894666,-4219.173869,-9882.631924
927.116045,-7772.162391,-7624.121203,-9959.241474
927.116365,-6069.688724,-8290.306550,-9269.755526
927.116686,-5329.482782,-7772.162391,-9729.412825
927.117006,-4737.318029,-5699.585753,-9346.365076
927.117326,-2294.638420,-2368.659014,-9729.412825
927.117647,2590.720797,222.061783,-10418.898773
927.117967,6069.688724,1924.535449,-11031.775171
927.118287,5699.585753,2072.576638,-11338.213370
927.118608,1406.391290,1850.514855,-10801.946522
927.118928,-1258.350101,-1110.308913,-9882.631924
927.119248,-1998.556043,-3552.988522,-9729.412825
927.119569,-2294.638420,-5107.421000,-9806.022374
927.119889,-5181.441594,-6069.688724,-9729.412825
927.120210,-8216.285956,-7698.141797,-8580.269578
927.120530,-7772.162391,-7772.162391,-8963.317327
927.120850,-3701.029710,-5181.441594,-9346.365076
927.121171,-814.226536,-4145.153275,-9576.193725
927.121491,74.020594,-2072.576638,-10342.289223
927.121811,-148.041188,-592.164754,-9652.803275
927.122132,-148.041188,0.000000,-10265.679673
927.122452,2738.761985,370.102971,-10725.336972
927.122772,3182.885551,370.102971,-11261.603821
927.123093,814.226536,-444.123565,-10648.727422
927.123413,0.000000,-2590.720797,-10265.679673
927.123733,-3552.988522,-3478.967927,-10418.898773
927.124054,-5921.647536,-3849.070898,-10035.851024
927.124374,-5995.668130,-3701.029710,-9576.193725
927.124694,-4293.194464,-4293.194464,-9806.022374
927.125015,-2368.659014,-4589.276840,-9499.584175
927.125335,-1776.494261,-4663.297435,-9806.022374
927.125656,-592.164754,-2886.803174,-9806.022374
927.125976,2220.617826,-444.123565,-10572.117872
927.126296,3330.926739,1036.288319,-11184.994271
927.126617,2590.720797,1406.391290,-11184.994271
927.126937,740.205942,74.020594,-10495.508323
927.127257,740.205942,-1554.432478,-10265.679673
927.127578,444.123565,-1924.535449,-10035.851024
927.127898,-2072.576638,-2664.741391,-10112.460574
927.128218,-3627.009116,-3330.926739,-9882.631924
927.128538,-4737.318029,-2960.823768,-9882.631924
927.128858,-5329.482782,-4219.173869,-9959.241474
927.129178,-3478.967927,-2886.803174,-9269.755526
927.129498,-1554.432478,-2516.700203,-9499.584175
927.129818,0.000000,-2072.576638,-9422.974625
927.130138,2146.597232,-814.226536,-10342.289223
927.130458,3627.009116,-666.185348,-10112.460574
927.130778,3034.844362,962.267725,-10342.289223
927.131098,962.267725,1998.556043,-10112.460574
927.131418,-2442.679609,1332.370696,-9806.022374
927.131738,-2220.617826,962.267725,-9959.241474
927.132058,-4145.153275,-1332.370696,-9959.241474
