#time,accel_x,accel_y,accel_z
443.187043,229.767466,0.000000,10799.070925
443.187346,76.589155,0.000000,10799.070925
443.187650,-153.178311,0.000000,10952.249236
443.187953,-153.178311,0.000000,10799.070925
443.188256,76.589155,382.945777,10799.070925
443.188560,76.589155,76.589155,10952.249236
443.188863,-153.178311,0.000000,10722.481770
443.189166,76.589155,229.767466,10952.249236
443.189472,382.945777,-153.178311,10952.249236
443.189775,76.589155,0.000000,10799.070925
443.190078,-612.713244,-306.356622,10799.070925
443.190382,229.767466,76.589155,11105.427547
443.190685,229.767466,229.767466,10569.303459
443.190988,-459.534933,0.000000,10722.481770
443.191291,-306.356622,229.767466,10799.070925
443.191594,229.767466,382.945777,10799.070925
443.191897,229.767466,229.767466,10799.070925
443.192201,-765.891555,0.000000,10952.249236
443.192504,-153.178311,76.589155,11105.427547
443.192808,382.945777,0.000000,11105.427547
443.193112,-306.356622,0.000000,11105.427547
443.193415,-612.713244,76.589155,10952.249236
443.193719,-153.178311,76.589155,10799.070925
443.194022,382.945777,229.767466,10952.249236
443.194325,-306.356622,0.000000,10952.249236
443.194629,-153.178311,-153.178311,10799.070925
443.194932,229.767466,-306.356622,11105.427547
443.195236,0.000000,76.589155,10799.070925
443.195539,-612.713244,-153.178311,10952.249236
443.195843,0.000000,0.000000,10722.481770
443.196146,76.589155,382.945777,10799.070925
443.196450,76.589155,76.589155,10952.249236
443.196753,-459.534933,0.000000,10722.481770
443.197057,76.589155,76.589155,10799.070925
443.197360,0.000000,0.000000,10952.249236
443.197664,-153.178311,76.589155,10952.249236
443.197967,-153.178311,0.000000,10799.070925
443.198271,76.589155,229.767466,10952.249236
443.198574,0.000000,229.767466,10722.481770
443.198878,-153.178311,0.000000,10722.481770
443.199181,76.589155,229.767466,10799.070925
443.199484,-306.356622,0.000000,10799.070925
443.199788,0.000000,0.000000,10952.249236
443.200091,0.000000,-153.178311,10952.249236
443.200395,-153.178311,0.000000,11105.427547
443.200698,76.589155,76.589155,10799.070925
443.201002,382.945777,229.767466,10722.481770
443.201305,-459.534933,76.589155,10722.481770
443.201608,76.589155,76.589155,10799.070925
443.201912,0.000000,0.000000,10952.249236
443.202215,-459.534933,-153.178311,10799.070925
443.202519,229.767466,-153.178311,11105.427547
443.202822,76.589155,76.589155,11105.427547
443.203126,0.000000,536.124088,10799.070925
443.203429,-306.356622,76.589155,10799.070925
443.203733,0.000000,229.767466,10952.249236
443.204036,0.000000,229.767466,10952.249236
443.204339,-153.178311,76.589155,10799.070925
443.204643,-306.356622,0.000000,11258.605858
443.204946,382.945777,229.767466,10799.070925
443.205250,-153.178311,0.000000,10799.070925
443.205553,-153.178311,76.589155,10952.249236
443.205857,229.767466,0.000000,10722.481770
443.206160,0.000000,-153.178311,10799.070925
443.206469,-153.178311,0.000000,10952.249236
443.206772,-153.178311,-153.178311,10952.249236
443.207075,76.589155,0.000000,10799.070925
443.207377,-306.356622,0.000000,10799.070925
443.207680,-153.178311,76.589155,10799.070925
443.207983,0.000000,76.589155,10799.070925
443.208286,0.000000,382.945777,10799.070925
443.208589,-306.356622,0.000000,10952.249236
443.208914,0.000000,76.589155,10952.249236
443.209215,229.767466,0.000000,10799.070925
443.209515,-153.178311,76.589155,10799.070925
443.209815,-306.356622,229.767466,10799.070925
443.210115,229.767466,0.000000,10952.249236
443.210416,0.000000,0.000000,10799.070925
443.210716,-306.356622,76.589155,11258.605858
443.211016,0.000000,76.589155,10799.070925
443.211325,229.767466,76.589155,10799.070925
443.211628,0.000000,-153.178311,11105.427547
443.211931,-153.178311,-153.178311,10799.070925
443.212233,76.589155,76.589155,11105.427547
443.212536,0.000000,76.589155,11105.427547
443.212839,-306.356622,0.000000,10722.481770
443.213141,0.000000,0.000000,10799.070925
443.213444,-153.178311,76.589155,10952.249236
443.213747,-153.178311,0.000000,10799.070925
443.214051,-306.356622,76.589155,10952.249236
443.214354,76.589155,0.000000,10722.481770
443.214658,76.589155,0.000000,10952.249236
443.214961,-153.178311,0.000000,10569.303459
443.215265,0.000000,536.124088,10722.481770
443.215568,0.000000,229.767466,10722.481770
443.215872,-306.356622,0.000000,10722.481770
443.216175,-153.178311,76.589155,10722.481770
443.216478,229.767466,0.000000,10799.070925
443.216782,-306.356622,76.589155,10799.070925
443.217085,0.000000,76.589155,10952.249236
443.217389,0.000000,0.000000,11105.427547
443.217693,-306.356622,229.767466,10722.481770
443.217996,-306.356622,229.767466,10799.070925
443.218300,0.000000,76.589155,10799.070925
443.218603,76.589155,76.589155,10799.070925
443.218906,0.000000,0.000000,10952.249236
443.219209,-153.178311,0.000000,10799.070925
443.219513,-153.178311,-153.178311,11105.427547
443.219816,229.767466,76.589155,11258.605858
443.220120,76.589155,229.767466,10722.481770
443.220423,-306.356622,76.589155,10799.070925
