#time,accel_x,accel_y,accel_z
445.396578,229.767466,382.945777,10952.249236
445.396881,76.589155,229.767466,10799.070925
445.397184,-306.356622,229.767466,10952.249236
445.397488,-153.178311,76.589155,10799.070925
445.397792,229.767466,229.767466,10799.070925
445.398095,-153.178311,76.589155,10952.249236
445.398399,-153.178311,0.000000,10722.481770
445.398702,76.589155,0.000000,10952.249236
445.399006,0.000000,0.000000,10799.070925
445.399309,-459.534933,76.589155,10722.481770
445.399612,-306.356622,-153.178311,10952.249236
445.399916,229.767466,76.589155,10722.481770
445.400219,-153.178311,229.767466,10722.481770
445.400523,-612.713244,-153.178311,10952.249236
445.400826,76.589155,76.589155,10799.070925
445.401130,229.767466,76.589155,10799.070925
445.401433,-153.178311,0.000000,10952.249236
445.401737,0.000000,0.000000,10722.481770
445.402041,536.124088,76.589155,10722.481770
445.402344,0.000000,229.767466,10722.481770
445.402648,0.000000,76.589155,10799.070925
445.402951,76.589155,229.767466,10799.070925
445.403254,229.767466,229.767466,10799.070925
445.403558,-153.178311,0.000000,10799.070925
445.403861,-306.356622,76.589155,11258.605858
445.404165,229.767466,76.589155,10722.481770
445.404468,-153.178311,0.000000,10952.249236
445.404771,-306.356622,76.589155,10952.249236
445.405075,-306.356622,0.000000,10799.070925
445.405378,76.589155,0.000000,10952.249236
445.405682,-765.891555,0.000000,11105.427547
445.405985,-306.356622,-153.178311,10952.249236
445.406288,229.767466,-153.178311,10952.249236
445.406592,-153.178311,76.589155,10799.070925
445.406895,-153.178311,0.000000,10952.249236
445.407199,76.589155,229.767466,10952.249236
445.407502,229.767466,76.589155,10722.481770
445.407806,-306.356622,0.000000,10799.070925
445.408109,-153.178311,229.767466,10799.070925
445.408413,382.945777,76.589155,10952.249236
445.408716,76.589155,-153.178311,10952.249236
445.409032,-153.178311,76.589155,10569.303459
445.409333,76.589155,0.000000,10952.249236
445.409635,382.945777,229.767466,10722.481770
445.409937,-153.178311,0.000000,10722.481770
445.410239,-306.356622,0.000000,10799.070925
445.410541,229.767466,0.000000,10952.249236
445.410843,76.589155,76.589155,10799.070925
445.411144,-306.356622,-306.356622,10952.249236
445.411470,-153.178311,0.000000,10952.249236
445.411770,-153.178311,0.000000,10722.481770
445.412071,-306.356622,76.589155,10952.249236
445.412371,-153.178311,0.000000,10799.070925
445.412671,0.000000,229.767466,10952.249236
445.412972,0.000000,76.589155,10799.070925
445.413272,-153.178311,0.000000,10799.070925
445.413572,0.000000,76.589155,11105.427547
445.413881,76.589155,0.000000,11105.427547
445.414184,-153.178311,229.767466,10799.070925
445.414487,-153.178311,0.000000,10799.070925
445.414789,229.767466,76.589155,10952.249236
445.415092,0.000000,76.589155,11105.427547
445.415394,0.000000,76.589155,10952.249236
