#time,accel_x,accel_y,accel_z
1538.506898,0.000000,76.589155,10952.249236
1538.507202,76.589155,76.589155,10952.249236
1538.507505,-306.356622,0.000000,11105.427547
1538.507809,0.000000,229.767466,10952.249236
1538.508112,-153.178311,229.767466,10722.481770
1538.508416,0.000000,76.589155,10952.249236
1538.508719,0.000000,-153.178311,11258.605858
1538.509022,-153.178311,0.000000,10952.249236
1538.509326,76.589155,-153.178311,11105.427547
1538.509629,-306.356622,76.589155,11105.427547
1538.509933,-153.178311,0.000000,10799.070925
1538.510236,0.000000,76.589155,10952.249236
1538.510540,0.000000,229.767466,10569.303459
1538.510844,0.000000,76.589155,10799.070925
1538.511166,0.000000,229.767466,10952.249236
1538.511467,-153.178311,0.000000,10952.249236
1538.511768,-153.178311,0.000000,10799.070925
1538.512068,-153.178311,76.589155,11105.427547
1538.512369,0.000000,229.767466,10799.070925
1538.512670,0.000000,76.589155,10799.070925
1538.512971,0.000000,76.589155,10799.070925
1538.513271,229.767466,0.000000,10722.481770
1538.513584,-306.356622,0.000000,11105.427547
1538.513887,76.589155,0.000000,10722.481770
1538.514189,-153.178311,-306.356622,11105.427547
1538.514491,-153.178311,76.589155,10799.070925
1538.514793,-306.356622,0.000000,10952.249236
1538.515095,0.000000,229.767466,11105.427547
1538.515397,-306.356622,0.000000,10952.249236
1538.515699,76.589155,76.589155,10952.249236
1538.516014,0.000000,0.000000,10952.249236
1538.516316,0.000000,229.767466,10952.249236
1538.516618,-153.178311,-153.178311,11105.427547
1538.516920,0.000000,229.767466,10952.249236
1538.517222,76.589155,76.589155,10799.070925
1538.517523,-306.356622,229.767466,10569.303459
1538.517825,76.589155,382.945777,10799.070925
1538.518127,0.000000,229.767466,10799.070925
1538.518431,229.767466,76.589155,10799.070925
1538.518734,-153.178311,76.589155,10952.249236
1538.519038,0.000000,76.589155,11105.427547
1538.519341,0.000000,76.589155,10799.070925
1538.519644,76.589155,536.124088,10569.303459
1538.519948,-153.178311,76.589155,10799.070925
1538.520251,-153.178311,382.945777,10799.070925
1538.520555,229.767466,-153.178311,10722.481770
1538.520866,0.000000,-306.356622,10952.249236
1538.521168,-153.178311,-153.178311,10952.249236
1538.521471,-153.178311,0.000000,10799.070925
1538.521773,76.589155,76.589155,10799.070925
1538.522075,-153.178311,76.589155,10799.070925
1538.522378,-612.713244,229.767466,10799.070925
1538.522680,76.589155,382.945777,10722.481770
1538.522983,76.589155,76.589155,10799.070925
1538.523286,0.000000,76.589155,10952.249236
1538.523589,-153.178311,0.000000,10799.070925
1538.523893,76.589155,76.589155,10799.070925
1538.524196,-153.178311,-306.356622,10799.070925
1538.524500,-306.356622,229.767466,10952.249236
1538.524803,-153.178311,76.589155,10799.070925
1538.525107,0.000000,229.767466,10799.070925
1538.525410,0.000000,0.000000,10799.070925
1538.525717,0.000000,-153.178311,11105.427547
1538.526020,0.000000,-153.178311,10952.249236
1538.526323,229.767466,0.000000,10799.070925
1538.526626,-153.178311,-153.178311,10722.481770
1538.526929,-153.178311,382.945777,10799.070925
1538.527232,-306.356622,76.589155,10569.303459
1538.527535,0.000000,382.945777,10722.481770
1538.527838,-153.178311,0.000000,10569.303459
1538.528149,-306.356622,0.000000,10952.249236
1538.528452,76.589155,0.000000,10952.249236
1538.528754,-153.178311,0.000000,11105.427547
1538.529056,0.000000,76.589155,10952.249236
1538.529359,-153.178311,76.589155,10799.070925
1538.529661,-306.356622,229.767466,10799.070925
1538.529964,-153.178311,76.589155,10722.481770
1538.530266,0.000000,229.767466,10799.070925
1538.530574,0.000000,-153.178311,10952.249236
1538.530877,76.589155,76.589155,10799.070925
1538.531180,76.589155,0.000000,11105.427547
1538.531483,76.589155,0.000000,11105.427547
1538.531786,-153.178311,0.000000,10952.249236
1538.532088,0.000000,76.589155,11105.427547
1538.532391,0.000000,229.767466,10952.249236
1538.532694,-306.356622,229.767466,10799.070925
1538.533009,0.000000,-153.178311,10952.249236
1538.533311,0.000000,76.589155,11105.427547
1538.533613,-153.178311,-153.178311,10952.249236
1538.533914,-306.356622,0.000000,10952.249236
1538.534216,-153.178311,76.589155,10952.249236
1538.534518,-153.178311,76.589155,10952.249236
1538.534820,0.000000,76.589155,10722.481770
1538.535122,-153.178311,76.589155,11105.427547
1538.535424,0.000000,0.000000,10799.070925
1538.535728,-153.178311,0.000000,10799.070925
1538.536032,0.000000,76.589155,10799.070925
1538.536335,0.000000,76.589155,10722.481770
1538.536639,76.589155,229.767466,10569.303459
1538.536942,-306.356622,229.767466,10569.303459
1538.537246,0.000000,76.589155,10799.070925
1538.537549,76.589155,0.000000,10799.070925
1538.537854,229.767466,229.767466,10799.070925
1538.538158,-153.178311,-153.178311,11105.427547
