#time,accel_x,accel_y,accel_z
447.599105,-153.178311,229.767466,10722.481770
447.599409,0.000000,229.767466,10799.070925
447.599713,229.767466,229.767466,10952.249236
447.600016,-153.178311,0.000000,10722.481770
447.600320,-153.178311,-153.178311,10799.070925
447.600623,229.767466,-306.356622,10952.249236
447.600927,76.589155,76.589155,10952.249236
447.601230,-306.356622,0.000000,10722.481770
447.601547,0.000000,0.000000,10569.303459
447.601849,229.767466,382.945777,10722.481770
447.602150,0.000000,76.589155,10799.070925
447.602452,0.000000,229.767466,10952.249236
447.602753,76.589155,-153.178311,10952.249236
447.603055,229.767466,0.000000,10952.249236
447.603356,-612.713244,-306.356622,10799.070925
447.603658,-306.356622,0.000000,10799.070925
447.603965,0.000000,382.945777,10799.070925
447.604268,-153.178311,0.000000,10722.481770
447.604571,-306.356622,-153.178311,10952.249236
447.604873,0.000000,229.767466,10952.249236
447.605176,76.589155,0.000000,10952.249236
447.605479,-306.356622,-153.178311,10799.070925
447.605782,-459.534933,-153.178311,10952.249236
447.606085,229.767466,0.000000,10952.249236
447.606389,-153.178311,229.767466,10952.249236
447.606692,-306.356622,-153.178311,10952.249236
447.606996,229.767466,229.767466,10799.070925
447.607299,76.589155,382.945777,10799.070925
447.607603,-306.356622,229.767466,10799.070925
447.607906,76.589155,76.589155,10799.070925
447.608209,229.767466,0.000000,10722.481770
447.608513,0.000000,76.589155,10799.070925
447.608816,-153.178311,0.000000,10799.070925
447.609119,76.589155,76.589155,10952.249236
447.609423,229.767466,76.589155,10799.070925
447.609727,-153.178311,76.589155,10952.249236
447.610030,-153.178311,0.000000,10799.070925
447.610334,0.000000,0.000000,10722.481770
447.610637,-153.178311,-306.356622,10722.481770
447.610941,-153.178311,0.000000,10722.481770
447.611250,-153.178311,76.589155,10799.070925
447.611552,76.589155,0.000000,10799.070925
447.611855,-153.178311,76.589155,10952.249236
447.612158,-153.178311,0.000000,10952.249236
447.612460,76.589155,76.589155,10952.249236
447.612763,-153.178311,76.589155,10952.249236
447.613066,-306.356622,0.000000,10952.249236
447.613368,0.000000,76.589155,10799.070925
447.613671,229.767466,76.589155,10952.249236
447.613975,-153.178311,229.767466,10799.070925
447.614278,-153.178311,76.589155,10952.249236
447.614582,382.945777,76.589155,11258.605858
447.614885,229.767466,0.000000,10952.249236
447.615189,-306.356622,0.000000,10952.249236
447.615492,0.000000,76.589155,10799.070925
447.615796,0.000000,229.767466,10952.249236
447.616099,-153.178311,0.000000,10799.070925
447.616402,-153.178311,76.589155,10952.249236
447.616706,76.589155,76.589155,10722.481770
447.617009,76.589155,229.767466,10799.070925
447.617313,-306.356622,0.000000,10722.481770
447.617616,0.000000,-153.178311,10799.070925
447.617920,76.589155,0.000000,10952.249236
447.618223,-153.178311,0.000000,10799.070925
447.618546,-306.356622,-153.178311,10952.249236
447.618847,0.000000,229.767466,10569.303459
447.619147,-153.178311,76.589155,10722.481770
447.619448,-306.356622,76.589155,10799.070925
447.619749,76.589155,76.589155,10799.070925
447.620050,382.945777,76.589155,10952.249236
447.620350,76.589155,76.589155,10952.249236
447.620651,-153.178311,0.000000,10952.249236
447.620970,76.589155,0.000000,10952.249236
447.621271,76.589155,0.000000,10799.070925
447.621572,0.000000,76.589155,10799.070925
447.621874,0.000000,76.589155,10952.249236
447.622175,229.767466,76.589155,10799.070925
447.622476,0.000000,229.767466,10952.249236
447.622777,-153.178311,229.767466,10799.070925
447.623079,-153.178311,76.589155,10952.249236
447.623389,0.000000,76.589155,10952.249236
447.623691,-153.178311,0.000000,10722.481770
447.623994,-459.534933,0.000000,10799.070925
447.624296,-153.178311,-153.178311,10952.249236
447.624599,382.945777,-153.178311,10799.070925
447.624901,-306.356622,76.589155,10952.249236
447.625204,-612.713244,0.000000,10799.070925
447.625507,76.589155,229.767466,10799.070925
447.625810,0.000000,76.589155,10799.070925
447.626113,-306.356622,229.767466,10952.249236
447.626417,-153.178311,76.589155,10799.070925
447.626720,229.767466,76.589155,11105.427547
447.627024,0.000000,76.589155,10799.070925
447.627327,-306.356622,0.000000,10952.249236
447.627630,76.589155,76.589155,10722.481770
447.627934,76.589155,229.767466,10799.070925
447.628242,-306.356622,229.767466,10799.070925
447.628545,0.000000,-153.178311,10952.249236
447.628848,229.767466,76.589155,10799.070925
447.629151,-153.178311,-306.356622,10952.249236
447.629453,-153.178311,0.000000,11105.427547
447.629756,0.000000,0.000000,10799.070925
447.630059,0.000000,76.589155,10799.070925
447.630362,-306.356622,0.000000,10722.481770
447.630665,0.000000,76.589155,11105.427547
447.630968,76.589155,76.589155,10799.070925
447.631272,0.000000,0.000000,10722.481770
447.631575,-153.178311,-153.178311,10799.070925
447.631879,0.000000,76.589155,10722.481770
447.632183,0.000000,76.589155,10952.249236
447.632486,-153.178311,0.000000,10799.070925
447.632790,-153.178311,76.589155,10799.070925
447.633096,0.000000,382.945777,10799.070925
447.633399,0.000000,76.589155,10799.070925
447.633702,-306.356622,229.767466,10722.481770
447.634005,0.000000,0.000000,10799.070925
447.634308,382.945777,0.000000,11105.427547
447.634611,-153.178311,-153.178311,10799.070925
447.634914,0.000000,0.000000,10952.249236
447.635217,0.000000,229.767466,10799.070925
447.635529,0.000000,76.589155,10722.481770
447.635831,-153.178311,76.589155,10799.070925
447.636133,76.589155,76.589155,10952.249236
447.636436,76.589155,-306.356622,10952.249236
447.636738,-153.178311,0.000000,10799.070925
447.637040,-459.534933,-153.178311,10952.249236
447.637343,0.000000,0.000000,10952.249236
447.637645,-153.178311,229.767466,10722.481770
447.637964,0.000000,0.000000,10799.070925
447.638265,0.000000,229.767466,10722.481770
447.638566,229.767466,76.589155,10799.070925
447.638867,-153.178311,0.000000,10952.249236
447.639168,-153.178311,-153.178311,10952.249236
447.639470,229.767466,0.000000,10799.070925
447.639771,-153.178311,76.589155,10799.070925
447.640072,-153.178311,229.767466,10952.249236
447.640384,0.000000,382.945777,10799.070925
447.640686,229.767466,229.767466,10799.070925
447.640989,0.000000,0.000000,10799.070925
447.641291,0.000000,-306.356622,10722.481770
447.641593,76.589155,76.589155,10722.481770
447.641896,0.000000,-306.356622,10952.249236
447.642198,-612.713244,0.000000,10799.070925
447.642500,76.589155,76.589155,10722.481770
447.642803,-153.178311,-153.178311,10952.249236
447.643107,-153.178311,382.945777,10722.481770
447.643410,-153.178311,76.589155,10799.070925
447.643714,0.000000,76.589155,10952.249236
447.644017,0.000000,76.589155,10952.249236
447.644321,-306.356622,-153.178311,10952.249236
447.644624,-306.356622,0.000000,10799.070925
447.644928,0.000000,0.000000,10952.249236
447.645233,-153.178311,229.767466,11105.427547
447.645536,-153.178311,76.589155,10952.249236
447.645839,229.767466,229.767466,10952.249236
447.646143,0.000000,76.589155,11105.427547
447.646446,0.000000,229.767466,10952.249236
