#time,accel_x,accel_y,accel_z
1540.707748,-153.178311,0.000000,10952.249236
1540.708051,-459.534933,0.000000,10799.070925
1540.708355,0.000000,-153.178311,10952.249236
1540.708658,0.000000,-153.178311,10799.070925
1540.708961,-153.178311,0.000000,10799.070925
1540.709265,-306.356622,0.000000,10799.070925
1540.709569,-306.356622,-153.178311,10952.249236
1540.709872,229.767466,76.589155,10799.070925
1540.710176,0.000000,229.767466,10799.070925
1540.710479,-306.356622,-153.178311,10799.070925
1540.710783,382.945777,76.589155,10952.249236
1540.711086,76.589155,0.000000,10952.249236
1540.711390,76.589155,0.000000,10799.070925
1540.711693,-306.356622,76.589155,10952.249236
1540.711996,76.589155,0.000000,10799.070925
1540.712300,0.000000,76.589155,10952.249236
1540.712603,-153.178311,76.589155,10799.070925
1540.712907,0.000000,0.000000,10799.070925
1540.713210,76.589155,76.589155,10799.070925
1540.713521,76.589155,76.589155,10799.070925
1540.713823,-459.534933,-153.178311,10799.070925
1540.714126,-153.178311,76.589155,10799.070925
1540.714428,0.000000,-153.178311,10952.249236
1540.714731,-459.534933,229.767466,10799.070925
1540.715033,-306.356622,76.589155,10952.249236
1540.715336,0.000000,0.000000,10952.249236
1540.715639,0.000000,76.589155,11105.427547
1540.715941,0.000000,0.000000,10952.249236
1540.716245,-306.356622,0.000000,10952.249236
1540.716548,-153.178311,76.589155,10722.481770
1540.716852,76.589155,0.000000,11105.427547
1540.717156,-306.356622,229.767466,10952.249236
1540.717459,0.000000,229.767466,10722.481770
1540.717763,76.589155,229.767466,10722.481770
1540.718066,0.000000,76.589155,10799.070925
1540.718371,76.589155,76.589155,10952.249236
1540.718674,-153.178311,0.000000,10952.249236
1540.718977,0.000000,0.000000,10722.481770
1540.719281,76.589155,229.767466,10952.249236
1540.719584,-306.356622,76.589155,10952.249236
1540.719887,-153.178311,0.000000,10722.481770
1540.720190,-153.178311,0.000000,10722.481770
1540.720494,-153.178311,0.000000,10952.249236
1540.720805,0.000000,-153.178311,10952.249236
1540.721108,-153.178311,-153.178311,10799.070925
1540.721410,-306.356622,-153.178311,10952.249236
1540.721712,76.589155,0.000000,10952.249236
1540.722015,-153.178311,0.000000,10952.249236
1540.722317,-306.356622,0.000000,11105.427547
1540.722620,0.000000,76.589155,10799.070925
1540.722922,0.000000,382.945777,11105.427547
1540.723225,0.000000,0.000000,10952.249236
1540.723528,76.589155,229.767466,10952.249236
1540.723832,-153.178311,76.589155,10952.249236
1540.724136,229.767466,229.767466,10952.249236
1540.724439,-153.178311,0.000000,10952.249236
1540.724743,229.767466,229.767466,10799.070925
1540.725046,-153.178311,76.589155,10952.249236
1540.725350,0.000000,229.767466,10952.249236
1540.725653,0.000000,0.000000,10799.070925
1540.725956,-153.178311,76.589155,10799.070925
1540.726260,0.000000,0.000000,10799.070925
1540.726563,0.000000,76.589155,10722.481770
1540.726867,-153.178311,0.000000,11105.427547
1540.727171,-153.178311,229.767466,10722.481770
1540.727474,-153.178311,0.000000,10952.249236
1540.727778,76.589155,76.589155,10722.481770
1540.728081,-153.178311,0.000000,10799.070925
1540.728384,-306.356622,76.589155,10722.481770
1540.728688,-153.178311,0.000000,10799.070925
1540.728991,-153.178311,0.000000,10952.249236
1540.729295,0.000000,0.000000,10952.249236
1540.729599,-153.178311,76.589155,10952.249236
1540.729902,0.000000,-153.178311,11258.605858
1540.730206,0.000000,-153.178311,10799.070925
1540.730521,0.000000,229.767466,10952.249236
1540.730823,-306.356622,0.000000,10952.249236
1540.731125,0.000000,229.767466,10952.249236
1540.731426,76.589155,76.589155,10952.249236
1540.731728,229.767466,229.767466,11105.427547
1540.732030,0.000000,76.589155,10799.070925
1540.732332,0.000000,229.767466,10952.249236
1540.732634,0.000000,76.589155,11105.427547
1540.732937,0.000000,76.589155,10799.070925
1540.733240,-306.356622,-153.178311,10569.303459
1540.733544,0.000000,76.589155,10799.070925
1540.733847,0.000000,0.000000,11105.427547
1540.734151,-153.178311,0.000000,10799.070925
1540.734454,-153.178311,0.000000,10952.249236
1540.734758,76.589155,0.000000,11105.427547
1540.735062,-153.178311,76.589155,10722.481770
